Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2448	-49.4738	-93.80936	44.33555	0.0082781	0.0096861	0.0253646	0.00384619	0.0100126	0.0032123	0.0076498	0.0194083	0.00517635	0.00435329	0.00260617	0.000646272	0.00189768	0.00415545	0.00299572	0.012241	0.00161977	0.00665216	0.020604	0.0110159	0.00661605	0.00589067	0.0197164	0.0192995	0.00710085	0.00772064	0.00394935	0.0242003	0.00717332	0.0385788	0.00583538	0.00277233	0.0183314	0.00616055	0.0154763	0.442392	0.67183	0.8833	1.13212	1.48847	2.26044	0.5897048	0.0236353	0.0276553	0.07242	0.0109815	0.0285875	0.00917161	0.0218414	0.0554138	0.0147793	0.0124293	0.00744103	0.00184521	0.00541818	0.0118644	0.00855324	0.03495	0.00462469	0.0189929	0.0588277	0.0314522	0.0188899	0.0168188	0.0562933	0.0551032	0.020274	0.0220436	0.011276	0.0690955	0.020481	0.110148	0.0166609	0.00791544	0.0523389	0.0175893	0.0441872	0.58939	0.41061	0.5893897	0.3502437
2484	-45.36891	-90.19377	44.82487	0.0161237	0.0261979	0.0236975	0.00849172	0.0276707	0.00400096	0.00233492	0.0236545	0.00837405	0.0180603	0.0142255	0.0252566	4.68954e-05	0.0405849	0.00285524	0.00442508	0.00100374	0.0113567	0.0463849	0.0131465	0.0131653	0.0211058	0.0401387	0.0320969	0.0268356	0.00471197	0.00269309	0.060805	0.0178392	0.0220669	0.0613042	0.0304907	0.0191431	0.00648735	0.00468081	0.866551	0.932529	0.978442	1.02203	1.07235	1.154	0.1035679	0.0236607	0.0384439	0.0347748	0.0124611	0.0406052	0.00587119	0.00342636	0.0347116	0.0122884	0.0265024	0.0208752	0.0370627	6.88163e-05	0.059556	0.00418991	0.00649356	0.00147293	0.0166654	0.0680672	0.0192918	0.0193193	0.0309715	0.0589013	0.0471004	0.0393798	0.00691456	0.00395196	0.0892279	0.026178	0.032382	0.0899605	0.0447434	0.0280915	0.00951982	0.00686882	0.937878	0.0621222	0.9378778	0.6814571
2520	-46.50802	-91.19065	44.68263	0.0516136	0.00836074	0.00210603	0.00292252	0.0238956	0.00968194	0.00444256	0.00789779	0.00269705	0.0101875	0.00486718	0.00328622	1.57831e-05	0.028866	0.00171139	0.00344207	0.0119975	0.0330449	0.00910074	0.00488483	0.00462081	0.00408039	0.0151573	0.0287601	0.000774032	0.00573758	0.0238976	0.0537753	0.00388706	0.018319	0.00724987	0.00791419	0.0472291	0.0163112	0.000694482	0.663817	0.818865	0.939559	1.06433	1.2212	1.50644	0.296277	0.111373	0.018041	0.00454443	0.00630629	0.0515625	0.0208919	0.00958625	0.017042	0.00581976	0.0219829	0.0105025	0.00709107	3.40572e-05	0.0622878	0.00369288	0.00742738	0.0258886	0.071305	0.0196378	0.0105406	0.0099709	0.00880477	0.0327068	0.0620592	0.00167022	0.0123807	0.0515667	0.116038	0.00838759	0.0395291	0.0156439	0.0170774	0.101912	0.0351966	0.00149857	0.763817	0.236183	0.7638174	0.46343
2556	-52.44297	-96.40147	43.9585	0.0353242	0.0766736	0.0171231	0.119474	0.0479826	0.0145895	0.00938759	0.00223368	0.0105544	0.01558	0.0170534	0.0131459	0.000232461	0.111801	0.0314022	0.0210814	0.00392671	0.0133993	0.0713276	0.00824637	0.00714277	0.0104615	0.00301796	0.103004	0.00976855	0.00410008	0.0397638	0.148925	0.0193033	0.0287147	0.0507544	0.0562094	0.185894	0.0147473	0.00953698	0.625561	0.7955	0.931111	1.07399	1.25707	1.59856	0.3391959	0.026522	0.0575679	0.0128563	0.0897028	0.0360262	0.0109541	0.00704836	0.00167708	0.00792439	0.0116978	0.012804	0.00987017	0.000174535	0.0839421	0.0235773	0.0158283	0.00294824	0.0100604	0.053554	0.00619152	0.00536291	0.00785466	0.00226593	0.0773373	0.00733439	0.00307841	0.0298553	0.111816	0.0144932	0.0215595	0.0381072	0.042203	0.139572	0.0110725	0.00716053	0.929543	0.0704565	0.9295435	1.331883
2592	-46.05121	-91.02223	44.97102	0.00560137	0.00592443	0.000817546	0.00840136	0.0141029	0.00167976	0.0126686	0.0139951	0.00360483	0.0440965	0.00112765	0.000516137	0.00904182	0.0217346	0.0201853	0.0343839	0.0156991	0.0138165	0.0101121	0.000887122	0.0229875	0.0084595	0.0215876	0.00652041	0.0175186	0.037949	0.0370856	0.0315837	0.0128699	0.0552851	0.00154567	0.0175427	0.00309453	0.0079578	0.00868615	0.987526	0.993897	0.998092	1.00191	1.00614	1.01263	0.009076571	0.0105872	0.0111978	0.00154525	0.0158795	0.026656	0.00317492	0.0239451	0.0264522	0.00681352	0.0833471	0.00213139	0.000975554	0.01709	0.0410807	0.0381525	0.0649893	0.029673	0.0261146	0.019113	0.00167676	0.0434489	0.0159894	0.0408028	0.0123243	0.0331121	0.0717276	0.0700958	0.0596966	0.0243255	0.104495	0.00292148	0.0331576	0.00584899	0.0150411	0.0164178	0.917155	0.082845	0.917155	0.5290702
2628	-54.27681	-98.90351	44.6267	0.0702797	0.00413756	0.00105029	0.0706797	0.0100483	0.0357038	0.00579629	0.0303301	0.0219039	0.0268703	0.00131043	0.01287	0.0337977	0.0545144	0.0090961	0.00373367	0.0216519	0.00732043	0.016156	0.0427751	0.0217528	0.0180902	0.116639	0.0149131	0.105802	0.016013	0.0102118	0.0399052	0.0217161	0.00177479	0.0623093	0.0139334	0.0147269	0.0283723	0.000403589	0.894017	0.946828	0.983099	1.01719	1.05616	1.11855	0.08100563	0.072709	0.00428057	0.0010866	0.0731228	0.0103956	0.036938	0.00599664	0.0313785	0.022661	0.0277991	0.00135573	0.0133148	0.0349659	0.0563987	0.00941052	0.00386273	0.0224003	0.00757347	0.0167145	0.0442537	0.0225047	0.0187155	0.120671	0.0154285	0.109459	0.0165665	0.0105648	0.0412845	0.0224668	0.00183613	0.0644631	0.014415	0.0152359	0.0293531	0.000417539	0.51619	0.48381	0.5161902	0.9665892
2664	-51.31347	-95.59956	44.28609	0.000375039	0.0342617	0.0123761	0.00902694	0.00617269	0.00382859	0.000475508	0.00129006	0.000188576	0.0125297	0.00594286	0.0037128	0.00298806	0.0317424	0.0141028	0.00110997	0.030187	0.00486295	0.000580356	0.00305671	0.00191451	0.00208012	0.0140159	0.00912377	0.00917711	0.00290897	0.00105895	0.00796412	0.0043867	0.000687707	0.00630051	0.00999754	0.000986709	0.00215911	0.00352207	0.492264	0.707757	0.897773	1.11387	1.41291	2.03143	0.5124685	0.0014702	0.13431	0.0485158	0.0353866	0.0241977	0.0150085	0.00186404	0.00505718	0.000739239	0.0491177	0.0232967	0.0145546	0.0117135	0.124434	0.0552844	0.00435122	0.118337	0.0190633	0.00227506	0.0119827	0.00750511	0.0081543	0.054944	0.0357662	0.0359753	0.0114035	0.00415121	0.0312203	0.0171964	0.00269589	0.0246987	0.0391915	0.00386801	0.00846396	0.0138069	0.936488	0.0635122	0.9364878	0.2550946
2700	-51.9509	-96.03223	44.08133	0.00524402	0.0458486	0.00540674	0.000570589	0.000808423	0.00262828	0.000147486	0.000867996	0.00554911	0.0110229	0.0293688	0.016812	0.0105681	0.0176213	0.0264161	0.0111607	0.00790047	0.000784955	0.0134953	0.0127674	0.00199592	0.00800256	0.0106222	0.0153006	0.0224411	0.00115506	0.00705309	0.0273157	0.0171297	0.00888023	0.0195754	0.00604898	0.000164235	0.00446531	0.00754919	0.301216	0.556991	0.833123	1.2003	1.79536	3.31987	0.8676293	0.0137031	0.119807	0.0141283	0.001491	0.00211248	0.00686792	0.000385395	0.00226815	0.0145003	0.0288038	0.0767433	0.0439312	0.0276153	0.0460461	0.0690278	0.029164	0.0206446	0.00205116	0.0352644	0.0333624	0.00521553	0.0209114	0.0277566	0.0399819	0.0586406	0.00301829	0.0184304	0.0713785	0.0447614	0.0232048	0.0511524	0.0158065	0.000429161	0.0116683	0.0197267	0.850329	0.149671	0.8503293	0.3826885
2736	-47.0363	-91.82089	44.7846	7.57603e-05	0.0032476	0.00817328	0.000692102	0.00262289	0.0385159	0.00495149	0.0255714	0.00323198	0.000842204	0.0233179	0.00789489	0.00591252	0.0402615	0.0186447	0.0130296	0.00368695	0.00323748	0.0074587	0.00202975	0.00732666	0.00920671	0.0122392	0.00218722	0.0210866	0.00147124	0.00365645	0.00524617	0.00781471	0.00846383	0.0123961	0.0126672	0.00306163	0.0208541	0.00201407	0.830456	0.913378	0.972128	1.02867	1.09484	1.20416	0.1343321	0.000220817	0.00946572	0.0238225	0.00201726	0.0076449	0.112262	0.014432	0.0745325	0.00942021	0.00245476	0.0679643	0.0230111	0.0172331	0.11735	0.0543435	0.0379771	0.0107463	0.00943622	0.0217397	0.00591609	0.0213549	0.0268347	0.0356734	0.00637506	0.0614607	0.00428819	0.0106574	0.0152909	0.0227774	0.0246694	0.0361308	0.0369208	0.00892368	0.0607831	0.00587039	0.966511	0.0334891	0.9665109	0.3430904
2772	-47.64156	-92.32271	44.68115	0.0178686	0.0127256	0.0393471	0.00487809	0.00128816	0.107324	0.00888251	0.0104963	0.00869594	0.0235419	0.00672812	0.0322235	0.0565623	0.0565615	0.0171538	0.0257801	0.021018	0.00492129	0.00492835	0.0230125	0.000942268	0.0347603	0.0856896	0.0257934	0.0587441	0.00262652	0.0105435	0.025624	0.0185401	0.0135527	0.0801528	0.0316477	0.0191229	0.0214008	0.00490123	0.904991	0.952479	0.984925	1.01531	1.04989	1.10498	0.07218425	0.0194651	0.0138627	0.0428627	0.00531395	0.00140325	0.116913	0.00967616	0.0114341	0.00947291	0.0256453	0.00732927	0.0351027	0.0616161	0.0616152	0.0186865	0.0280835	0.0228959	0.00536101	0.00536869	0.0250686	0.00102646	0.0378661	0.093346	0.028098	0.0639928	0.0028612	0.0114856	0.0279134	0.0201966	0.0147636	0.0873145	0.0344754	0.0208315	0.023313	0.00533915	0.872625	0.127375	0.8726247	0.9179791
2808	-44.87638	-89.77765	44.90127	0.00456038	0.0224403	0.00891407	0.00319341	0.00658272	0.00802457	0.0113837	0.000504145	0.0154462	0.0118485	0.00356492	0.00162623	0.0182313	0.0279795	0.00291267	0.00130978	0.02431	0.00418446	0.01839	0.00348553	0.00558048	0.00155539	0.0140758	0.0077278	0.00920733	0.00312572	0.0101784	0.00447084	0.0050851	0.0147136	0.0305813	0.00664166	0.00899107	0.00958291	0.000999185	0.991209	0.995703	0.998657	1.00134	1.00432	1.00887	0.006384589	0.0137606	0.0677117	0.0268975	0.00963584	0.0198628	0.0242135	0.0343494	0.00152122	0.0466076	0.0357518	0.0107569	0.00490701	0.0550116	0.084426	0.00878875	0.00395215	0.0733536	0.0126263	0.0554905	0.0105173	0.0168386	0.00469327	0.0424726	0.023318	0.0277824	0.0094316	0.0307126	0.0134904	0.0153439	0.044397	0.0922766	0.0200407	0.0271298	0.0289157	0.00301496	0.85664	0.14336	0.8566401	0.331409
2844	-45.69827	-89.79448	44.09621	0.0132517	0.0177779	7.24212e-05	0.0205562	0.0213696	0.0039458	0.0132947	0.0027836	0.00941452	0.00553899	0.00223155	0.00328174	0.000210628	0.00845536	0.00480257	0.00328244	0.0203816	0.00174966	0.000795649	0.000693016	0.00637413	0.00548754	0.0167639	0.0156792	0.00922232	0.00739145	0.00905215	0.0126426	0.0285261	0.0145762	0.010609	0.0213451	0.00142694	0.00944162	0.0113928	0.324467	0.57756	0.842602	1.1868	1.73142	3.08197	0.8138647	0.0396971	0.0532559	0.000216946	0.0615785	0.0640151	0.0118201	0.0398258	0.0083386	0.0282023	0.0165927	0.00668487	0.00983085	0.000630963	0.0253291	0.0143867	0.00983295	0.0610555	0.00524132	0.00238346	0.00207601	0.0190945	0.0164386	0.0502182	0.046969	0.0276266	0.022142	0.0271168	0.0378724	0.0854535	0.0436649	0.0317806	0.0639418	0.00427456	0.0282835	0.0341284	0.936219	0.0637813	0.9362187	0.3338206
2880	-56.70892	-101.0647	44.35576	0.010154	0.0323445	0.012282	0.00576935	0.00283814	0.0162089	0.014749	0.00169522	0.00287132	0.0291746	0.000751776	0.00331711	0.000864936	0.0523225	0.011369	0.0182054	0.0111818	0.00665685	0.0255499	0.0432779	0.00487879	0.0232933	0.0170955	0.00871788	0.031337	0.0112724	0.0271936	0.0246004	0.0111325	0.00412061	0.0190762	0.0131725	0.0175175	0.0326203	0.0119173	0.424597	0.658511	0.877799	1.13921	1.51858	2.35518	0.6193921	0.0181474	0.0578066	0.0219505	0.0103111	0.00507236	0.0289687	0.0263596	0.00302971	0.00513167	0.0521413	0.00134358	0.00592839	0.00154583	0.0935114	0.0203188	0.032537	0.0199843	0.0118972	0.0456632	0.077347	0.00871944	0.0416301	0.0305534	0.0155807	0.0560059	0.0201462	0.0486008	0.0439662	0.0198962	0.00736441	0.0340933	0.0235421	0.0313075	0.0582994	0.0212988	0.952405	0.0475954	0.9524046	0.55953
2916	-48.92844	-93.36386	44.43542	0.00575657	0.0217777	0.00352253	0.00312569	0.0332704	0.0050534	0.0413977	0.0252581	0.00645261	0.00553947	0.0103314	0.0162856	3.01177e-06	0.0121999	0.000416299	0.00473333	0.00420804	0.00302807	0.00616569	0.00119479	0.00809159	0.0115395	0.0100492	0.00777276	0.0124909	0.00864169	0.0065784	0.0107368	0.00433853	0.0065697	0.0154758	0.012055	0.000525896	0.00245494	0.0114453	0.515435	0.723813	0.904078	1.1061	1.38157	1.94011	0.4792099	0.0170068	0.0643384	0.0104067	0.00923431	0.0982916	0.0149294	0.122302	0.0746208	0.0190631	0.0163654	0.0305223	0.048113	8.89776e-06	0.0360426	0.00122989	0.0139838	0.0124319	0.00894591	0.0182155	0.0035298	0.0239052	0.0340914	0.0296887	0.0229633	0.0369022	0.0255304	0.0194348	0.03172	0.0128175	0.0194091	0.0457206	0.0356145	0.00155367	0.00725272	0.0338133	0.844291	0.155709	0.8442914	0.3384862
2952	-53.82394	-97.53499	43.71104	0.00402841	0.0829119	0.019323	0.031038	0.0380673	0.00171986	0.0104677	0.0364558	0.122011	0.0522393	0.0635257	0.0424971	0.019425	0.116948	0.000120182	0.0215688	0.0046925	0.124312	0.00341086	0.0703146	0.00662305	0.05843	0.0287304	0.0299961	0.0404123	0.0788482	0.101541	0.0751676	0.0705346	0.0235424	0.247741	0.00563678	0.00574043	0.0279585	0.00239518	0.825196	0.910552	0.971189	1.02967	1.09823	1.21183	0.1389262	0.00241457	0.0496962	0.0115819	0.0186037	0.022817	0.00103086	0.00627421	0.0218511	0.0731315	0.0313115	0.0380764	0.0254721	0.0116431	0.0700971	7.20353e-05	0.012928	0.00281261	0.0745108	0.00204442	0.0421456	0.00396976	0.0350221	0.0172206	0.0179792	0.0242226	0.0472605	0.0608623	0.0450544	0.0422774	0.014111	0.148492	0.00337861	0.00344073	0.016758	0.00143564	0.991918	0.00808237	0.9919176	1.668375
2988	-53.07392	-97.30987	44.23595	0.00412494	0.0158286	0.00586633	0.00482236	0.00520622	0.00461046	0.0131907	0.00613584	0.0069373	0.0147305	0.00295003	0.00147597	0.00835565	0.0212643	0.00757057	0.00106622	0.00663375	0.0027443	0.0099546	3.87242e-05	0.00212846	0.0047287	0.00576506	0.023685	0.00411353	0.00417117	0.00214818	0.014147	0.00612082	0.00499905	0.0070478	0.0169167	0.0194464	0.0315099	0.00342854	0.420412	0.655338	0.876477	1.14093	1.52593	2.37862	0.6265536	0.0140369	0.0538639	0.0199627	0.0164102	0.0177164	0.0156891	0.0448871	0.0208799	0.0236072	0.0501269	0.0100388	0.00502265	0.0284338	0.0723611	0.0257622	0.00362828	0.0225742	0.0093387	0.0338749	0.000131776	0.00724303	0.0160915	0.0196182	0.0805987	0.0139981	0.0141942	0.00731014	0.0481415	0.0208288	0.0170115	0.0239832	0.0575664	0.0661748	0.107226	0.0116671	0.886762	0.113238	0.8867619	0.2938637
3024	-53.15969	-97.4933	44.33361	0.00555603	0.0188928	0.0155316	0.0427435	0.00994759	0.0114905	0.0437598	0.00742552	0.0188384	0.0372366	0.0114329	0.00797826	0.0295524	0.033531	0.00171638	0.00519374	0.00739478	0.0381013	0.0334647	0.00228547	0.0586503	0.00413535	0.0572337	0.0195822	0.0162072	0.00904013	0.022867	0.00327445	0.0280461	0.00926499	0.00676924	0.000555513	0.013465	0.0441195	0.0111661	0.440904	0.670727	0.882847	1.1327	1.49092	2.26807	0.5921415	0.00809386	0.0275224	0.022626	0.0622675	0.0144913	0.016739	0.0637479	0.0108173	0.0274432	0.0542452	0.0166551	0.0116225	0.0430511	0.0488469	0.00250038	0.00756609	0.0107725	0.0555048	0.0487504	0.0033294	0.08544	0.00602425	0.0833764	0.0285267	0.0236101	0.0131694	0.0333119	0.00477012	0.0408568	0.013497	0.00986123	0.000809255	0.0196154	0.064272	0.0162665	0.831845	0.168155	0.831845	0.6864499
3060	-45.36581	-89.45944	44.09364	0.00377261	0.00975046	0.00621358	0.0181444	0.0123156	0.00541442	0.0074081	0.00438374	0.0036323	0.00342176	0.00415326	0.00608518	0.0121508	0.00966031	0.000150618	0.00214368	0.0071006	0.0051223	0.00959696	0.0216201	0.00381752	0.00189111	0.0164619	0.0168962	0.0296755	0.000514292	0.0485244	0.000376304	0.0232488	0.018982	0.000820077	0.00476517	0.00188826	8.58187e-06	0.0125161	0.323848	0.577022	0.842357	1.18714	1.73304	3.08787	0.8152464	0.0113419	0.0293135	0.0186803	0.0545487	0.0370253	0.0162778	0.0222715	0.0131791	0.01092	0.0102871	0.0124862	0.0182943	0.0365298	0.0290425	0.000452814	0.00644471	0.021347	0.0153995	0.028852	0.0649979	0.0114769	0.00568539	0.0494906	0.0507963	0.0892156	0.00154615	0.145882	0.00113131	0.0698946	0.0570668	0.00246546	0.0143259	0.00567682	2.58003e-05	0.037628	0.946278	0.0537222	0.9462778	0.332627
3096	-48.52951	-93.12466	44.59516	0.00216689	0.00706761	0.00650159	0.0335248	0.0213377	0.00874132	0.00400973	0.0141374	0.00162614	0.0144544	0.00584289	0.00259589	0.0293758	0.0309554	0.000887718	0.000924658	0.00028736	0.0484616	0.0156107	0.0583055	0.01206	0.00205774	0.0298026	0.0149162	0.00347261	0.00885947	0.0530062	0.00783312	0.083597	0.0347517	0.00445235	0.0220453	0.0255313	8.59751e-05	0.0312655	0.613575	0.788029	0.928374	1.07715	1.26899	1.62979	0.3531855	0.00338284	0.0110336	0.01015	0.0523374	0.0333114	0.0136465	0.0062598	0.0220706	0.00253865	0.0225655	0.00912164	0.00405257	0.0458602	0.0483261	0.00138586	0.00144353	0.000448613	0.075656	0.0243707	0.0910238	0.0188276	0.00321245	0.0465264	0.0232864	0.00542128	0.013831	0.0827508	0.0122287	0.130508	0.0542528	0.00695081	0.0344161	0.0398583	0.00013422	0.0488103	0.919777	0.0802234	0.9197766	0.6405523
3132	-52.84107	-97.24391	44.40284	0.00346884	0.0344179	0.028291	0.0485704	0.0214421	0.0214628	0.0360353	0.00916318	4.96388e-05	0.0140839	0.0565349	0.0226631	0.00446365	0.030158	5.80024e-05	0.00856939	0.0020058	0.125449	0.00262355	0.0543227	0.10563	0.0131252	0.0450274	0.0731038	0.00823526	0.0107582	0.0657463	0.00662421	0.0531366	0.0440615	0.0298644	0.0515819	0.0336239	0.0295959	0.0875333	0.900435	0.950137	0.984169	1.01609	1.05248	1.11057	0.07583367	0.00293601	0.0291311	0.0239454	0.0411097	0.0181485	0.018166	0.0305001	0.00775567	4.20141e-05	0.0119206	0.0478509	0.0191819	0.00377801	0.0255256	4.9093e-05	0.00725309	0.0016977	0.106179	0.00222056	0.0459784	0.0894049	0.0111091	0.038111	0.0618747	0.00697029	0.00910571	0.0556473	0.0056067	0.0449745	0.0372934	0.0252771	0.0436587	0.0284591	0.0250499	0.0740877	0.787897	0.212103	0.7878975	1.181481
3168	-49.03332	-92.78354	43.75022	0.0028372	0.00573197	0.0101508	0.00014695	0.00108392	0.00775978	0.00107377	0.00283305	0.00113396	0.00138973	0.000925887	0.00346588	0.0110001	0.0221247	0.00463663	0.000360933	0.00336144	0.000727303	0.0316154	0.00191393	0.00833149	0.0026764	0.0258643	0.00997162	0.000278537	0.00536966	0.00567056	0.00546079	0.0055813	0.00422637	0.00380458	0.00143666	0.00530495	0.0225419	0.00883206	0.252885	0.511451	0.811245	1.23267	1.95522	3.95437	0.9940899	0.0123558	0.0249624	0.0442061	0.000639958	0.00472041	0.0337934	0.00467618	0.0123378	0.00493833	0.00605219	0.00403218	0.0150937	0.0479046	0.0963516	0.0201922	0.00157184	0.0146389	0.00316736	0.137683	0.00833504	0.0362831	0.0116555	0.112637	0.0434258	0.00121301	0.0233846	0.0246949	0.0237814	0.0243062	0.0184056	0.0165687	0.00625658	0.0231027	0.0981686	0.0384631	0.66769	0.33231	0.6676896	0.2296244
3204	-46.18997	-90.95148	44.76151	0.0057651	0.0173447	0.00473347	0.0111807	0.009398	0.0125732	0.0167197	0.00965015	0.0273303	0.00305483	0.00534606	0.0241515	0.00228845	0.117375	0.00419036	0.00802188	0.00459902	0.00435648	0.00234019	0.0147022	0.00255986	0.00423669	0.0191359	0.0235159	0.0238626	0.0163096	0.0296517	0.00384041	0.0096279	0.0452194	0.0083943	0.0045883	0.0136111	0.00446258	0.0223234	0.740044	0.863449	0.955228	1.04687	1.15815	1.35127	0.2176768	0.0107466	0.0323316	0.00882352	0.0208416	0.0175185	0.0234374	0.0311666	0.0179885	0.0509456	0.00569441	0.00996543	0.04502	0.00426583	0.218795	0.00781112	0.0149533	0.00857289	0.00812078	0.00436227	0.0274059	0.00477176	0.00789749	0.0356707	0.0438353	0.0444815	0.0304022	0.0552728	0.0071588	0.0179471	0.084292	0.0156476	0.00855291	0.025372	0.00831856	0.0416124	0.906195	0.0938046	0.9061954	0.5364607
3240	-49.28755	-93.32397	44.03642	0.00421654	0.0121545	0.00781392	0.00278042	0.0215448	0.00038428	0.0189035	0.00372837	0.00572788	0.0212011	0.0183825	0.0206677	0.0314878	0.0179129	0.0116695	0.000725112	0.00972755	0.0025789	0.0157338	0.0029993	0.0203104	0.0117874	0.00412029	0.0423037	0.0178411	0.0300374	0.0206872	0.00598542	0.0597131	0.0207677	0.0130452	0.020842	0.000248891	0.00536989	0.0429878	0.272057	0.530007	0.820316	1.21904	1.88677	3.67571	0.9412514	0.00771711	0.0222452	0.0143011	0.00508874	0.0394313	0.00070331	0.0345973	0.00682368	0.0104832	0.0388023	0.0336436	0.0378261	0.057629	0.0327842	0.0213576	0.0013271	0.0178034	0.0047199	0.0287961	0.00548932	0.0371721	0.0215734	0.00754096	0.0774242	0.0326529	0.0549745	0.0378617	0.0109545	0.109287	0.0380091	0.0238754	0.038145	0.00045552	0.00982798	0.0786763	0.950886	0.0491145	0.9508855	0.5463879
3276	-48.32974	-92.78403	44.45429	0.00733761	0.0687425	0.0249501	0.00158139	0.00384006	0.0682605	0.000380795	0.0370311	0.0021024	0.0156522	0.0163577	0.0170303	0.0260711	0.052766	0.0182083	0.00947152	0.0488862	0.0225468	0.00606249	0.0143811	0.00373215	0.00850751	0.0422534	0.0121062	0.0251198	0.000336162	0.0516168	0.0319379	0.0307128	0.120512	0.0271023	0.0707763	0.0198326	0.0166169	0.0300617	0.69168	0.835452	0.945455	1.05769	1.19696	1.44576	0.2665464	0.00770042	0.0721415	0.0261837	0.00165958	0.00402993	0.0716356	0.000399623	0.0388621	0.00220635	0.0164261	0.0171665	0.0178724	0.0273602	0.055375	0.0191087	0.00993984	0.0513034	0.0236616	0.00636225	0.0150921	0.00391669	0.00892816	0.0443427	0.0127048	0.0263619	0.000352783	0.054169	0.033517	0.0322314	0.126471	0.0284424	0.0742758	0.0208132	0.0174385	0.0315481	0.990747	0.00925328	0.9907467	0.9528848
3312	-45.29525	-89.99526	44.70001	0.0048504	0.0320467	0.0042399	0.050136	0.038184	0.00168435	7.46944e-05	0.0274566	0.01273	0.0762507	0.0064726	0.0134914	0.00242576	0.0531465	0.004836	0.00348626	0.0195853	0.051819	0.0118442	0.0202213	0.0143384	0.00340716	0.00449752	0.0126224	0.0463805	0.00259638	0.0625574	0.0543452	0.028468	0.0545156	0.0213587	0.0359602	0.0217009	0.00517514	0.029106	0.839006	0.917952	0.973645	1.02707	1.08938	1.19189	0.1269254	0.00582973	0.0385171	0.00509597	0.0602588	0.0458937	0.00202443	8.97758e-05	0.0330003	0.0153003	0.0916462	0.00777946	0.0162155	0.00291554	0.0638772	0.00581243	0.00419016	0.0235397	0.0622817	0.0142356	0.0243041	0.0172335	0.00409509	0.0054056	0.0151709	0.0557451	0.00312061	0.0751882	0.0653178	0.0342159	0.0655226	0.0256712	0.0432208	0.0260824	0.00622003	0.0349827	0.969076	0.0309235	0.9690765	0.8320111
3348	-47.33195	-91.62748	44.29553	0.00332921	0.0222872	0.0228076	0.0285989	0.000304081	0.0414929	0.00875517	0.0259517	0.00939231	0.0265801	0.0194094	0.0224356	0.0511992	0.0553174	0.0101366	0.00337827	0.0186297	0.00586613	0.00756312	0.00849448	0.00994992	0.0100189	0.0165257	0.0383722	0.0191969	0.00497772	0.0464014	0.0112182	0.0235503	0.0314245	0.0136542	0.106155	0.0205489	0.0174563	0.0136171	0.451826	0.678779	0.88614	1.12849	1.47323	2.21324	0.5744481	0.00429577	0.0287578	0.0294292	0.036902	0.000392364	0.0535394	0.011297	0.0334861	0.0121192	0.0342971	0.0250445	0.0289493	0.0660638	0.0713776	0.0130795	0.00435908	0.0240384	0.00756923	0.00975891	0.0109607	0.0128387	0.0129276	0.0213235	0.0495127	0.0247703	0.00642289	0.0598731	0.0144752	0.0303877	0.0405479	0.0176184	0.136975	0.0265148	0.0225244	0.0175706	0.830119	0.169881	0.8301189	0.7749968
