Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-56.83456	-101.6884	44.85389	0.0140442	0.00347722	0.00570049	0.00184086	0.00767861	0.0205242	0.0195336	0.00490989	0.0177959	0.00322052	0.0150954	0.00941124	0.0118147	0.0143449	0.00501733	0.00176412	0.011546	0.00382007	0.000846956	0.000594218	0.00486138	0.00734353	0.00760455	0.0578168	0.0610859	0.00677999	0.0163445	0.0525364	0.0507424	0.0207808	0.00101511	0.0161574	0.00624094	0.0226813	0.0322474	0.84102	0.919026	0.974	1.02669	1.08811	1.18903	0.1251922	0.0261424	0.00647264	0.0106111	0.00342664	0.0142933	0.0382045	0.0363606	0.00913947	0.033126	0.0059948	0.0280992	0.0175185	0.0219923	0.0267021	0.00933946	0.00328381	0.0214922	0.00711083	0.00157656	0.0011061	0.00904916	0.0136695	0.0141554	0.107622	0.113708	0.0126205	0.0304243	0.0977933	0.0944539	0.0386821	0.00188956	0.0300761	0.0116171	0.04222	0.0600266	0.485302	0.514698	0.4853022	0.5372186
396	-52.77104	-97.60203	44.83099	0.00064864	0.0109017	0.0128457	0.00313541	0.00175597	0.00381554	0.0074948	0.00256438	0.00363387	0.0247116	0.0116548	0.00213076	0.00477493	0.0428987	0.00101316	0.00422382	0.0149536	0.00684517	0.014624	0.00279269	0.0152774	0.00133394	0.00753226	0.0545866	0.00415079	0.030744	0.0157095	0.0214175	0.00341831	0.0225183	0.00111687	0.0259206	0.0096284	0.0350741	0.010751	0.821767	0.908705	0.970574	1.03032	1.10047	1.21689	0.141937	0.00148567	0.0249697	0.0294223	0.00718143	0.00402194	0.00873923	0.0171663	0.00587354	0.00832314	0.0566003	0.0266946	0.00488036	0.0109366	0.0982565	0.00232056	0.00967437	0.0342503	0.0156784	0.0334953	0.00639647	0.0349919	0.0030553	0.0172521	0.125027	0.0095071	0.070417	0.0359814	0.0490553	0.00782941	0.0515766	0.00255811	0.0593695	0.0220532	0.0803348	0.0246245	0.833509	0.166491	0.8335094	0.4365989
432	-49.49964	-93.63345	44.13381	0.00330167	0.0323106	0.00500965	0.0032467	0.0127038	0.00201381	0.0162237	0.000166828	0.0247315	0.0245981	0.0290854	0.0282118	0.0207165	0.0189974	0.0032899	0.00213287	0.0247316	0.00175054	0.0259008	0.000382519	0.04715	0.0220553	0.0366684	0.0998943	0.00834794	0.0016496	0.00594258	0.0052304	0.0091501	0.0177805	0.0280277	0.00298118	0.00824794	0.0199929	0.0244228	0.319883	0.573565	0.84078	1.18937	1.74348	3.12614	0.8241542	0.00535076	0.0523632	0.00811875	0.00526168	0.0205881	0.00326363	0.0262925	0.000270365	0.0400804	0.0398642	0.0471365	0.0457206	0.0335735	0.0307876	0.00533168	0.00345658	0.0400805	0.00283697	0.0419754	0.000619918	0.0764123	0.0357433	0.0594255	0.161891	0.0135289	0.00267338	0.00963067	0.0084765	0.0148288	0.0288155	0.0454223	0.00483136	0.0133668	0.0324009	0.0395802	0.779977	0.220023	0.7799772	0.6170474
468	-52.22944	-96.42759	44.19815	0.0018943	0.0559167	0.0381215	0.0140778	0.0297985	0.00784756	0.00201541	0.00145237	0.045791	0.000116977	0.00266928	0.049876	0.00112548	0.0581074	0.00583632	0.0122511	0.0508686	0.00332479	0.00910998	0.00857882	0.0713092	0.0266749	0.00356678	0.0188885	0.0297097	0.089971	0.108181	0.053973	0.0350507	0.0203511	0.0350716	0.0189351	0.062834	0.0125184	0.0399933	0.536251	0.737925	0.909541	1.09946	1.35515	1.8648	0.4505823	0.00184664	0.0545099	0.0371624	0.0137236	0.0290488	0.00765012	0.0019647	0.00141583	0.0446389	0.000114034	0.00260212	0.0486212	0.00109717	0.0566454	0.00568948	0.0119429	0.0495888	0.00324114	0.00888078	0.00836298	0.0695151	0.0260038	0.00347705	0.0184133	0.0289622	0.0877073	0.10546	0.0526151	0.0341688	0.0198391	0.0341892	0.0184587	0.0612531	0.0122035	0.0389871	0.70492	0.29508	0.70492	1.025809
504	-53.80656	-98.45872	44.65216	0.0271025	0.0105643	0.0174065	0.00889831	0.0501205	0.0131195	0.000134066	0.000682795	0.0192073	0.0117565	0.0311766	0.00179736	0.0161823	0.0834096	0.0260512	0.00431395	0.0317186	0.0114316	0.000640721	0.00434054	0.0371586	0.00432153	0.0190846	0.009981	0.0248824	0.00109772	0.0324308	0.0206011	0.0104081	0.00759041	0.0820559	0.0714789	0.00241488	0.0368015	0.0135779	0.718504	0.851099	0.950944	1.05159	1.17495	1.39178	0.2390351	0.036431	0.0142005	0.0233977	0.0119611	0.0673716	0.0176352	0.000180211	0.000917808	0.0258184	0.0158031	0.0419074	0.002416	0.0217522	0.112119	0.0350179	0.00579879	0.0426359	0.0153663	0.000861253	0.00583453	0.0499484	0.00580898	0.0256534	0.0134164	0.0334468	0.00147555	0.0435933	0.0276919	0.0139906	0.010203	0.110299	0.0960815	0.00324607	0.0494684	0.0182513	0.705906	0.294094	0.7059058	0.7439401
540	-48.67798	-93.04702	44.36904	0.0132452	0.0053948	0.011856	0.0074432	0.0269966	0.0041849	0.00471428	0.00339765	0.00513492	0.00294632	0.0111498	0.00322448	0.00577273	0.015322	0.00530343	0.00895166	0.0125656	0.00577854	0.0120532	0.00476055	0.0121486	0.0110271	0.0269011	0.00164581	0.0181707	0.0310085	0.00770265	0.0488211	0.0117623	0.00127694	0.0124392	0.00535731	0.0116971	0.0245545	0.013532	0.440108	0.670136	0.882604	1.13301	1.49223	2.27217	0.5934478	0.0324446	0.0132148	0.0290417	0.0182324	0.0661291	0.0102511	0.0115478	0.00832266	0.0125782	0.00721713	0.0273117	0.00789849	0.0141405	0.0375318	0.0129909	0.0219274	0.0307798	0.0141547	0.0295246	0.0116612	0.0297585	0.0270112	0.0658953	0.00403146	0.0445097	0.0759564	0.0188679	0.119589	0.0288121	0.00312791	0.0304702	0.0131229	0.0286524	0.0601472	0.0331471	0.973348	0.0266516	0.9733484	0.4082405
576	-52.5135	-96.95762	44.44411	0.00965684	0.0326132	0.0733045	0.00386662	0.0197751	0.0288571	0.00749546	0.012417	0.0459905	0.00791838	0.00512223	0.00983239	0.00177105	0.0411122	0.0117279	0.0104943	0.0302122	0.00486808	0.00120204	0.020095	0.0171581	0.0146326	0.0602755	0.0034813	0.0274075	0.0515286	0.0173895	0.0351261	0.0228141	0.00407197	0.0168529	5.6916e-05	0.00417614	0.0511882	0.0263048	0.532585	0.73546	0.908592	1.1006	1.35969	1.87763	0.4555421	0.0132141	0.044627	0.100308	0.00529096	0.0270597	0.0394872	0.0102566	0.0169911	0.062932	0.0108353	0.00700911	0.0134544	0.00242346	0.0562567	0.0160481	0.01436	0.0413416	0.00666134	0.00164484	0.0274974	0.0234786	0.0200228	0.0824792	0.0047637	0.0375036	0.0705103	0.0237952	0.0480655	0.0312181	0.00557196	0.023061	7.78822e-05	0.0057145	0.0700445	0.0359948	0.515493	0.484507	0.5154933	0.7307962
612	-47.83178	-91.41414	43.58236	0.00481979	0.0295102	0.00779387	0.00882085	0.00619914	0.00504724	0.00711791	0.00163671	0.00114137	0.00685582	0.00321912	0.00722303	0.00435771	0.0175944	0.00405184	0.000441356	0.00782318	0.00542108	0.00585183	0.000115161	0.023142	0.00489172	0.00807417	0.0014687	0.000623415	0.0170073	0.00478938	0.000156299	0.00404141	0.00645315	0.0227907	0.00607396	0.00271721	0.00962864	0.0134544	0.183475	0.437365	0.772592	1.29434	2.28642	5.45034	1.226092	0.0185125	0.113346	0.0299356	0.0338802	0.0238104	0.019386	0.0273393	0.00628649	0.00438392	0.0263327	0.0123644	0.0277431	0.0167376	0.0675789	0.0155628	0.00169521	0.0300482	0.020822	0.0224764	0.000442326	0.0888865	0.0187887	0.0310123	0.00564117	0.00239449	0.0653238	0.0183957	0.000600332	0.0155227	0.0247861	0.0875374	0.0233296	0.0104366	0.0369829	0.0516774	0.875105	0.124895	0.8751054	0.2603541
648	-50.31296	-94.28619	43.97323	0.0086143	0.0315255	0.0458964	0.00230384	0.0239052	0.00354432	0.0179609	0.00867789	0.00626863	0.0114368	0.00575865	0.00764559	0.0018143	0.0174809	0.000353045	0.0138035	0.0282566	0.00603626	0.00298057	0.0110974	0.0139388	0.00464888	0.000635035	0.0064702	0.0170658	0.0858379	0.0135372	0.029177	0.00517315	0.00906727	0.0112971	0.0176507	0.0108667	0.0240146	0.0131383	0.248111	0.50672	0.808896	1.23625	1.97348	4.03045	1.00787	0.0166338	0.0608742	0.0886237	0.00444861	0.0461597	0.00684392	0.0346816	0.0167566	0.0121044	0.022084	0.0111197	0.0147633	0.00350332	0.0337548	0.000681714	0.0266539	0.0545622	0.0116557	0.00575533	0.0214286	0.0269151	0.00897677	0.00122622	0.0124937	0.0329533	0.165749	0.0261397	0.0563394	0.00998911	0.0175085	0.0218142	0.0340827	0.0209831	0.046371	0.0253693	0.918763	0.0812367	0.9187633	0.5178791
684	-50.69655	-95.0129	44.31635	0.00518785	0.0178928	0.0860883	0.0147303	0.00303321	0.000287556	0.0105943	0.0244146	0.00579192	0.0244307	0.0037573	0.00271629	0.00148765	0.0135199	0.0240171	0.0185451	0.00731682	0.0450545	0.0043132	0.00468125	0.0140656	0.0463784	0.0106702	0.00719407	0.0182198	4.17639e-05	0.0341376	0.0175787	0.00540253	0.127863	0.00860993	0.0249003	0.0168194	0.0782008	0.0214748	0.453843	0.680256	0.886741	1.12773	1.47004	2.2034	0.5712268	0.00692251	0.0238756	0.114874	0.0196557	0.00404742	0.000383706	0.0141367	0.032578	0.00772856	0.0325995	0.00501363	0.00362454	0.00198507	0.0180405	0.0320476	0.024746	0.00976334	0.0601194	0.0057554	0.00624652	0.0187687	0.061886	0.014238	0.00959954	0.0243119	5.57284e-05	0.0455521	0.0234565	0.00720897	0.170617	0.0114888	0.0332261	0.0224433	0.104349	0.0286553	0.961903	0.0380972	0.9619028	0.7494177
720	-53.56977	-97.8344	44.26463	0.00382984	0.0124646	0.00377511	0.00337971	0.0316749	0.0333232	0.00283308	0.00464145	0.000995517	0.011837	0.0151948	0.0108305	0.000869436	0.0514526	0.0115767	0.00174933	0.0164802	0.00346058	0.00835351	0.00442517	0.0123724	0.00876772	0.00614364	0.00263616	0.00104043	0.0051163	0.0138795	0.0132358	0.0167537	0.0295634	0.00414721	0.0229703	0.00192114	0.0168238	0.00224883	0.385596	0.628284	0.865024	1.15604	1.59164	2.59339	0.6890597	0.0098008	0.0318978	0.00966077	0.0086489	0.0810583	0.0852763	0.00725004	0.0118778	0.00254759	0.0302916	0.0388845	0.027716	0.00222495	0.131671	0.0296255	0.00447665	0.042174	0.00885586	0.0213772	0.0113243	0.0316617	0.0224372	0.015722	0.0067461	0.00266252	0.0130929	0.0355184	0.0338712	0.0428737	0.0756548	0.010613	0.0587826	0.00491631	0.0430532	0.00575491	0.629758	0.370242	0.629758	0.3907675
756	-49.62919	-93.98277	44.35359	0.00832441	0.0142759	0.00888919	0.0031809	0.0320241	0.0100249	0.00836855	0.0306027	0.00167138	0.0115671	0.0344171	0.00270495	0.0255066	0.0254478	0.0297237	0.000870756	0.00231815	0.00281891	0.00783574	0.00636766	0.00317724	0.0682164	0.0324192	0.00502572	0.000643478	0.00688755	0.000649588	0.0432897	0.0198376	0.0681854	0.00311561	0.00123283	0.0440007	0.0279082	0.0256099	0.433527	0.66523	0.880583	1.13561	1.50324	2.30666	0.6043418	0.0134887	0.0231324	0.0144039	0.00515427	0.0518912	0.0162441	0.0135602	0.0495879	0.00270827	0.018743	0.0557687	0.00438304	0.0413304	0.0412351	0.0481636	0.00141096	0.00375628	0.0045677	0.0126969	0.010318	0.00514833	0.110536	0.0525313	0.00814357	0.00104268	0.0111604	0.00105258	0.0701458	0.0321445	0.110486	0.00504847	0.00199765	0.0712978	0.0452219	0.0414977	0.961561	0.0384385	0.9615615	0.6171396
792	-46.8481	-91.67965	44.83156	0.0316301	0.010431	0.0139303	2.88345e-05	0.0090349	0.0172673	0.0181317	0.0153267	0.0180343	0.0548353	0.0104213	0.00262797	0.0133751	0.0603213	0.00191248	0.00262881	0.00212805	0.0121353	0.00429104	0.0145453	0.0431791	0.014383	0.0387666	0.00706451	0.00123608	0.00147598	0.0103843	0.0109405	0.00304785	0.00655548	0.0275131	0.0265186	0.033557	0.0322597	0.0173315	0.827961	0.912039	0.971684	1.02914	1.09644	1.20779	0.1365076	0.0538613	0.0177625	0.0237213	4.91008e-05	0.0153851	0.0294037	0.0308756	0.026099	0.0307097	0.0933763	0.017746	0.00447504	0.0227759	0.102718	0.00325666	0.00447647	0.00362375	0.0206646	0.00730699	0.0247686	0.0735276	0.0244921	0.0660137	0.0120298	0.00210485	0.00251338	0.0176829	0.01863	0.00519004	0.011163	0.0468507	0.0451572	0.0571425	0.0549335	0.0295129	0.945032	0.0549683	0.9450317	0.5872505
828	-51.99806	-96.02935	44.03129	0.00198228	0.0502716	0.0098821	0.00491918	0.00897468	0.0033641	0.0579424	0.078362	0.0559178	0.0349964	0.0243335	0.00306785	0.0335339	0.032501	0.00851574	0.0049797	0.00708547	0.0300938	0.00384163	0.0242733	0.0706926	0.0452651	0.00498142	0.0356371	0.00405671	0.0255568	0.00377488	0.0398692	0.00349892	0.00652302	0.0682286	0.0571162	0.0125987	0.0129729	0.123211	0.406587	0.644738	0.872029	1.14675	1.55102	2.4595	0.6507315	0.00199662	0.0506351	0.00995356	0.00495475	0.00903957	0.00338842	0.0583613	0.0789286	0.0563221	0.0352495	0.0245095	0.00309003	0.0337764	0.032736	0.00857731	0.00501571	0.0071367	0.0303114	0.00386941	0.0244488	0.0712038	0.0455924	0.00501744	0.0358948	0.00408604	0.0257416	0.00380217	0.0401575	0.00352422	0.00657018	0.0687219	0.0575292	0.0126898	0.0130667	0.124102	0.921926	0.0780735	0.9219265	0.9928212
